time,temp,wind_spd,wind_dir,solar,hour,month,target_temp
2015-10-01 04:00:00,57.2,2.0,9.9,0.0,4,10,56.48
2015-10-01 04:15:00,57.02,2.0,6.4,0.0,4,10,56.48
2015-10-01 04:30:00,56.84,2.0,9.7,0.0,4,10,56.48
2015-10-01 04:45:00,56.66,2.0,359.7,0.0,4,10,56.48
2015-10-02 04:00:00,52.16,2.8,40.0,0.0,4,10,51.44
2015-10-02 04:15:00,52.16,2.5,47.9,0.0,4,10,51.44
2015-10-02 04:30:00,51.98,2.4,48.8,0.0,4,10,51.26
2015-10-02 04:45:00,51.62,2.5,37.1,0.0,4,10,51.08
2015-10-03 04:00:00,50.72,2.9,57.6,0.0,4,10,50.36
2015-10-03 04:15:00,50.54,2.7,50.0,0.0,4,10,50.54
2015-10-03 04:30:00,50.54,2.9,57.5,0.0,4,10,50.72
2015-10-03 04:45:00,50.36,2.8,60.5,0.0,4,10,50.72
2015-10-04 04:00:00,54.5,3.3,74.2,0.0,4,10,54.32
2015-10-04 04:15:00,54.5,3.1,71.2,0.0,4,10,54.5
2015-10-04 04:30:00,54.5,2.7,67.8,0.0,4,10,54.32
2015-10-04 04:45:00,54.5,2.5,66.1,0.0,4,10,54.14
2015-10-05 04:00:00,52.34,1.8,24.2,0.0,4,10,52.7
2015-10-05 04:15:00,52.52,1.3,20.6,0.0,4,10,52.52
2015-10-05 04:30:00,52.52,1.5,29.9,0.0,4,10,52.7
2015-10-05 04:45:00,52.52,1.7,14.8,0.0,4,10,52.52
2015-10-06 04:00:00,41.18,0.2,273.5,0.0,4,10,41.9
2015-10-06 04:15:00,41.36,0.3,304.5,0.0,4,10,42.08
2015-10-06 04:30:00,41.18,0.4,303.8,0.0,4,10,42.08
2015-10-06 04:45:00,41.54,0.2,299.6,0.0,4,10,41.9
2015-10-07 04:00:00,49.1,0.3,238.9,0.0,4,10,49.82
2015-10-07 04:15:00,48.92,0.5,301.9,0.0,4,10,49.82
2015-10-07 04:30:00,48.92,0.3,320.9,0.0,4,10,50.18
2015-10-07 04:45:00,49.28,0.7,324.0,0.0,4,10,50.0
2015-10-08 04:00:00,48.56,0.1,300.9,0.0,4,10,47.48
2015-10-08 04:15:00,48.38,0.1,294.8,0.0,4,10,47.48
2015-10-08 04:30:00,47.84,0.0,267.5,0.0,4,10,47.3
2015-10-08 04:45:00,47.48,0.3,327.5,0.0,4,10,47.48
2015-10-09 04:00:00,48.2,0.0,165.7,0.0,4,10,48.56
2015-10-09 04:15:00,48.38,0.0,186.8,0.0,4,10,48.74
2015-10-09 04:30:00,48.38,0.0,189.2,0.0,4,10,49.1
2015-10-09 04:45:00,48.38,0.0,189.2,0.0,4,10,50.18
2015-10-10 04:00:00,51.44,1.9,329.9,0.0,4,10,50.36
2015-10-10 04:15:00,51.08,1.8,329.2,0.0,4,10,50.36
2015-10-10 04:30:00,51.26,2.3,331.3,0.0,4,10,49.82
2015-10-10 04:45:00,50.72,1.8,328.9,0.0,4,10,49.64
2015-10-11 04:00:00,36.68,0.0,312.9,0.0,4,10,35.6
2015-10-11 04:15:00,36.5,0.0,312.9,0.0,4,10,35.06
2015-10-11 04:30:00,36.32,0.0,312.9,0.0,4,10,35.24
2015-10-11 04:45:00,36.14,0.0,312.9,0.0,4,10,35.6
2015-10-12 04:00:00,48.2,0.4,266.6,0.0,4,10,47.84
2015-10-12 04:15:00,48.38,0.3,221.0,0.0,4,10,48.2
2015-10-12 04:30:00,48.56,0.3,220.1,0.0,4,10,48.56
2015-10-12 04:45:00,48.38,0.4,244.6,0.0,4,10,49.28
2015-10-13 04:00:00,53.6,0.5,126.0,0.0,4,10,53.6
2015-10-13 04:15:00,53.96,0.1,0.0,0.0,4,10,53.96
2015-10-13 04:30:00,53.78,0.3,255.5,0.0,4,10,54.32
2015-10-13 04:45:00,53.78,0.5,313.6,0.0,4,10,54.68
2015-10-14 04:00:00,53.6,0.7,268.3,0.0,4,10,53.06
2015-10-14 04:15:00,53.96,1.0,277.8,0.0,4,10,52.16
2015-10-14 04:30:00,52.52,0.6,268.9,0.0,4,10,51.44
