time,temp,wind_spd,wind_dir,solar,hour,month,target_temp
2016-04-01 10:00:00,54.32,3.7,214.3,108.1,10,4,54.5
2016-04-01 10:15:00,54.32,3.8,207.1,60.4,10,4,55.04
2016-04-01 10:30:00,54.14,3.6,210.0,111.4,10,4,54.86
2016-04-01 10:45:00,54.32,3.8,218.1,77.9,10,4,54.86
2016-04-02 10:00:00,46.04,0.5,349.1,65.8,10,4,46.4
2016-04-02 10:15:00,46.04,1.0,293.0,64.3,10,4,46.58
2016-04-02 10:30:00,46.04,0.9,293.3,76.8,10,4,46.58
2016-04-02 10:45:00,45.86,0.8,311.2,91.8,10,4,47.12
2016-04-03 10:00:00,35.42,8.0,303.6,823.0,10,4,35.96
2016-04-03 10:15:00,35.24,7.0,299.4,770.5,10,4,36.14
2016-04-03 10:30:00,35.24,6.7,292.2,786.4,10,4,36.32
2016-04-03 10:45:00,35.42,6.3,299.2,658.8,10,4,36.32
2016-04-04 10:00:00,41.9,1.3,121.7,108.7,10,4,44.78
2016-04-04 10:15:00,42.8,1.1,111.9,72.9,10,4,44.78
2016-04-04 10:30:00,43.16,0.9,117.8,92.2,10,4,45.14
2016-04-04 10:45:00,43.7,0.5,224.5,52.2,10,4,45.68
2016-04-05 10:00:00,30.02,2.9,346.3,800.0,10,4,31.28
2016-04-05 10:15:00,30.56,2.7,1.3,831.0,10,4,32.0
2016-04-05 10:30:00,30.56,2.9,357.0,861.0,10,4,32.54
2016-04-05 10:45:00,30.74,2.9,348.2,884.0,10,4,32.54
2016-04-06 10:00:00,39.02,2.2,219.5,766.0,10,4,40.28
2016-04-06 10:15:00,39.02,2.6,173.9,766.0,10,4,40.64
2016-04-06 10:30:00,39.2,2.5,215.2,775.4,10,4,40.46
2016-04-06 10:45:00,39.38,2.8,216.0,870.0,10,4,40.82
2016-04-07 10:00:00,52.88,3.9,154.3,102.7,10,4,53.06
2016-04-07 10:15:00,52.88,5.1,153.1,101.5,10,4,53.06
2016-04-07 10:30:00,53.06,4.8,151.4,95.6,10,4,53.24
2016-04-07 10:45:00,53.42,4.8,154.2,64.2,10,4,53.96
2016-04-08 10:00:00,47.48,2.8,268.9,404.1,10,4,44.42
2016-04-08 10:15:00,46.4,2.5,266.7,119.4,10,4,43.52
2016-04-08 10:30:00,46.04,2.5,267.2,142.7,10,4,43.88
2016-04-08 10:45:00,48.2,3.9,263.1,677.3,10,4,46.76
2016-04-09 10:00:00,44.24,2.3,75.8,621.7,10,4,43.34
2016-04-09 10:15:00,44.24,2.0,88.2,464.0,10,4,43.34
2016-04-09 10:30:00,44.06,2.6,95.2,361.5,10,4,43.52
2016-04-09 10:45:00,43.88,2.7,111.8,261.0,10,4,43.34
2016-04-10 10:00:00,38.12,2.9,320.2,830.0,10,4,39.38
2016-04-10 10:15:00,38.66,2.8,315.0,860.0,10,4,39.56
2016-04-10 10:30:00,38.84,3.2,300.1,885.0,10,4,40.1
2016-04-10 10:45:00,38.84,3.4,299.1,906.0,10,4,41.0
2016-04-11 10:00:00,50.18,3.8,188.3,280.3,10,4,53.6
2016-04-11 10:15:00,50.0,3.4,194.8,162.5,10,4,53.96
2016-04-11 10:30:00,50.36,2.9,189.6,334.9,10,4,53.96
2016-04-11 10:45:00,52.52,3.1,196.3,760.1,10,4,53.96
2016-04-12 10:00:00,50.9,3.2,218.0,70.9,10,4,51.08
2016-04-12 10:15:00,50.54,2.9,214.5,62.1,10,4,51.08
2016-04-12 10:30:00,50.54,2.0,219.1,75.4,10,4,51.26
2016-04-12 10:45:00,50.9,2.1,225.5,89.1,10,4,51.44
2016-04-13 10:00:00,46.4,2.4,356.4,828.0,10,4,47.84
2016-04-13 10:15:00,46.76,2.1,13.2,856.0,10,4,48.2
2016-04-13 10:30:00,47.48,2.1,20.5,879.0,10,4,49.1
2016-04-13 10:45:00,47.66,2.0,45.5,900.0,10,4,48.38
