time,temp,wind_spd,wind_dir,solar,hour,month,target_temp
2016-01-01 18:00:00,36.14,1.9,276.8,0.0,18,1,34.88
2016-01-01 18:15:00,35.6,2.0,279.7,0.0,18,1,34.88
2016-01-01 18:30:00,35.24,2.1,278.7,0.0,18,1,35.06
2016-01-01 18:45:00,34.88,1.7,277.7,0.0,18,1,34.7
2016-01-02 18:00:00,32.9,0.3,224.5,0.0,18,1,32.54
2016-01-02 18:15:00,32.9,0.3,238.5,0.0,18,1,33.44
2016-01-02 18:30:00,32.54,0.3,250.1,0.0,18,1,33.26
2016-01-02 18:45:00,32.18,0.6,217.5,0.0,18,1,33.8
2016-01-03 18:00:00,37.22,1.2,275.4,0.0,18,1,35.24
2016-01-03 18:15:00,35.96,0.7,232.6,0.0,18,1,32.54
2016-01-03 18:30:00,35.42,0.6,267.1,0.0,18,1,31.64
2016-01-03 18:45:00,36.32,1.1,258.4,0.0,18,1,31.28
2016-01-04 18:00:00,20.12,3.2,321.1,0.0,18,1,18.86
2016-01-04 18:15:00,19.76,3.2,322.8,0.0,18,1,18.68
2016-01-04 18:30:00,19.4,2.7,328.3,0.0,18,1,18.68
2016-01-04 18:45:00,19.04,3.1,322.6,0.0,18,1,18.5
2016-01-05 18:00:00,18.5,0.3,230.1,0.0,18,1,15.8
2016-01-05 18:15:00,17.06,0.3,205.4,0.0,18,1,15.26
2016-01-05 18:30:00,16.88,0.3,185.2,0.0,18,1,14.72
2016-01-05 18:45:00,15.98,0.6,256.9,0.0,18,1,14.0
2016-01-06 18:00:00,26.24,0.2,278.1,0.0,18,1,23.72
2016-01-06 18:15:00,25.88,0.2,350.5,0.0,18,1,23.18
2016-01-06 18:30:00,24.8,0.3,347.8,0.0,18,1,22.64
2016-01-06 18:45:00,23.9,0.3,322.5,0.0,18,1,23.0
2016-01-07 18:00:00,32.54,0.6,307.2,0.0,18,1,28.94
2016-01-07 18:15:00,32.0,0.4,293.0,0.0,18,1,28.04
2016-01-07 18:30:00,31.1,0.2,310.0,0.0,18,1,27.68
2016-01-07 18:45:00,29.84,0.6,313.7,0.0,18,1,27.14
2016-01-08 18:00:00,40.64,1.0,79.7,0.0,18,1,39.56
2016-01-08 18:15:00,40.64,1.8,68.8,0.0,18,1,39.56
2016-01-08 18:30:00,40.46,1.0,55.0,0.0,18,1,39.74
2016-01-08 18:45:00,39.92,0.7,49.2,0.0,18,1,39.74
2016-01-09 18:00:00,44.24,1.1,64.0,0.0,18,1,43.88
2016-01-09 18:15:00,44.24,1.2,68.5,0.0,18,1,43.88
2016-01-09 18:30:00,44.06,1.4,62.5,0.0,18,1,43.88
2016-01-09 18:45:00,44.06,0.8,79.6,0.0,18,1,43.88
2016-01-10 18:00:00,53.96,3.3,242.8,0.0,18,1,52.16
2016-01-10 18:15:00,53.78,2.9,239.1,0.0,18,1,52.88
2016-01-10 18:30:00,52.88,2.6,232.3,0.0,18,1,53.42
2016-01-10 18:45:00,52.34,2.2,235.0,0.0,18,1,53.42
2016-01-11 18:00:00,29.3,1.6,260.1,0.0,18,1,28.4
2016-01-11 18:15:00,28.76,1.3,259.9,0.0,18,1,28.04
2016-01-11 18:30:00,28.76,1.6,261.5,0.0,18,1,27.68
2016-01-11 18:45:00,28.76,2.0,270.8,0.0,18,1,27.86
2016-01-12 18:00:00,39.92,4.1,275.2,0.0,18,1,36.32
2016-01-12 18:15:00,38.3,3.4,274.5,0.0,18,1,35.96
2016-01-12 18:30:00,37.04,3.6,275.2,0.0,18,1,35.6
2016-01-12 18:45:00,36.5,3.2,268.6,0.0,18,1,35.6
2016-01-13 18:00:00,24.26,1.4,261.8,0.0,18,1,23.36
2016-01-13 18:15:00,24.26,1.5,278.0,0.0,18,1,23.9
2016-01-13 18:30:00,24.26,1.4,266.7,0.0,18,1,24.62
2016-01-13 18:45:00,24.26,1.6,270.6,0.0,18,1,24.62
2016-01-14 18:00:00,33.08,1.2,270.5,0.0,18,1,32.36
2016-01-14 18:15:00,33.26,1.0,260.9,0.0,18,1,31.82
2016-01-14 18:30:00,32.9,0.7,257.4,0.0,18,1,31.64
2016-01-14 18:45:00,32.72,0.6,268.4,0.0,18,1,31.64
2016-01-15 18:00:00,44.42,1.7,130.4,0.0,18,1,44.42
2016-01-15 18:15:00,44.24,1.8,134.1,0.0,18,1,43.52
2016-01-15 18:30:00,44.6,1.8,137.7,0.0,18,1,42.8
2016-01-15 18:45:00,44.96,2.0,135.8,0.0,18,1,43.16
2016-01-16 18:00:00,42.26,0.8,263.6,0.0,18,1,44.78
2016-01-16 18:15:00,44.42,2.2,284.4,0.0,18,1,44.42
2016-01-16 18:30:00,45.32,2.6,290.0,0.0,18,1,44.24
2016-01-16 18:45:00,45.14,2.3,291.4,0.0,18,1,44.24
2016-01-17 18:00:00,29.84,1.1,315.4,0.0,18,1,30.02
2016-01-17 18:15:00,29.84,0.9,315.1,0.0,18,1,30.02
2016-01-17 18:30:00,29.84,0.9,332.3,0.0,18,1,29.84
2016-01-17 18:45:00,30.02,0.8,337.7,0.0,18,1,29.84
2016-01-18 18:00:00,22.82,4.8,292.2,0.0,18,1,22.1
2016-01-18 18:15:00,22.46,4.6,296.7,0.0,18,1,21.56
2016-01-18 18:30:00,22.28,4.2,295.3,0.0,18,1,21.2
2016-01-18 18:45:00,22.1,4.6,295.0,0.0,18,1,21.2
2016-01-19 18:00:00,24.8,4.9,301.1,0.0,18,1,24.98
2016-01-19 18:15:00,24.98,5.0,295.4,0.0,18,1,24.8
2016-01-19 18:30:00,24.98,4.9,293.6,0.0,18,1,24.98
2016-01-19 18:45:00,24.8,5.1,295.4,0.0,18,1,25.16
2016-01-20 18:00:00,29.3,0.2,318.0,0.0,18,1,27.14
2016-01-20 18:15:00,28.94,0.2,318.0,0.0,18,1,26.42
2016-01-20 18:30:00,28.22,0.5,303.5,0.0,18,1,26.06
2016-01-20 18:45:00,27.32,0.4,283.5,0.0,18,1,25.52
2016-01-21 18:00:00,30.56,1.9,316.5,0.0,18,1,30.02
2016-01-21 18:15:00,30.38,2.1,322.4,0.0,18,1,30.02
2016-01-21 18:30:00,29.84,1.7,321.4,0.0,18,1,29.48
2016-01-21 18:45:00,30.02,2.4,315.6,0.0,18,1,29.3
2016-01-22 18:00:00,27.68,0.7,344.6,0.0,18,1,28.04
2016-01-22 18:15:00,27.68,0.6,348.5,0.0,18,1,28.04
2016-01-22 18:30:00,27.86,0.8,0.5,0.0,18,1,28.04
2016-01-22 18:45:00,27.86,0.6,3.2,0.0,18,1,27.86
2016-01-23 18:00:00,26.6,3.3,13.8,0.0,18,1,26.6
2016-01-23 18:15:00,26.78,3.6,19.8,0.0,18,1,25.7
2016-01-23 18:30:00,26.96,3.8,23.2,0.0,18,1,25.34
2016-01-23 18:45:00,26.96,3.9,7.1,0.0,18,1,24.98
2016-01-24 18:00:00,29.66,1.6,319.9,0.0,18,1,24.44
2016-01-24 18:15:00,28.76,1.3,326.7,0.0,18,1,23.54
2016-01-24 18:30:00,25.88,0.9,326.0,0.0,18,1,21.38
2016-01-24 18:45:00,24.98,0.9,322.2,0.0,18,1,21.56
2016-01-25 18:00:00,26.96,0.4,203.0,0.0,18,1,24.26
2016-01-25 18:15:00,26.24,0.3,147.6,0.0,18,1,24.08
2016-01-25 18:30:00,25.88,0.4,142.4,0.0,18,1,23.54
2016-01-25 18:45:00,25.7,0.4,174.5,0.0,18,1,23.0
2016-01-26 18:00:00,42.8,2.0,241.5,0.0,18,1,42.44
