time,temp,wind_spd,wind_dir,solar,hour,month,target_temp
2015-10-01 12:00:00,57.92,2.8,52.0,90.9,12,10,58.28
2015-10-01 12:15:00,57.92,1.7,55.7,77.7,12,10,58.46
2015-10-01 12:30:00,57.92,1.6,57.1,78.5,12,10,58.64
2015-10-01 12:45:00,57.92,1.8,54.4,98.0,12,10,58.82
2015-10-02 12:00:00,49.28,2.3,48.6,47.7,12,10,49.1
2015-10-02 12:15:00,49.28,2.4,43.2,41.1,12,10,49.1
2015-10-02 12:30:00,49.1,2.3,45.5,52.9,12,10,49.1
2015-10-02 12:45:00,49.1,2.3,39.9,42.2,12,10,49.1
2015-10-03 12:00:00,53.42,2.9,67.5,153.4,12,10,53.6
2015-10-03 12:15:00,53.42,2.3,62.7,149.3,12,10,53.42
2015-10-03 12:30:00,53.6,3.0,69.9,145.8,12,10,52.7
2015-10-03 12:45:00,53.78,2.8,65.9,111.1,12,10,52.7
2015-10-04 12:00:00,59.9,3.7,74.9,702.7,12,10,60.62
2015-10-04 12:15:00,60.8,3.2,67.0,760.8,12,10,60.98
2015-10-04 12:30:00,60.44,3.1,69.4,727.5,12,10,60.98
2015-10-04 12:45:00,60.8,3.0,62.8,680.1,12,10,60.62
2015-10-05 12:00:00,59.36,1.8,55.0,283.4,12,10,60.08
2015-10-05 12:15:00,59.72,1.9,49.2,304.8,12,10,60.26
2015-10-05 12:30:00,59.9,1.8,40.2,340.8,12,10,60.8
2015-10-05 12:45:00,60.62,1.6,33.4,387.6,12,10,61.34
2015-10-06 12:00:00,65.12,1.8,314.7,713.8,12,10,66.56
2015-10-06 12:15:00,65.48,1.9,335.3,712.2,12,10,67.1
2015-10-06 12:30:00,66.02,1.7,331.6,704.7,12,10,67.28
2015-10-06 12:45:00,66.38,1.4,357.8,692.6,12,10,67.46
2015-10-07 12:00:00,66.74,2.1,286.5,728.9,12,10,68.0
2015-10-07 12:15:00,67.1,2.1,302.5,639.2,12,10,68.0
2015-10-07 12:30:00,67.82,2.0,286.9,667.3,12,10,68.36
2015-10-07 12:45:00,68.18,2.4,285.5,683.6,12,10,68.36
2015-10-08 12:00:00,66.2,2.4,146.6,690.6,12,10,66.74
